sensor_id,sensor_type,location,lat,lon,timestamp,pressure,altitude,pressure_sealevel,temperature,humidity
3436,BME280,1731,42.693,23.359,2019-04-09T12:30:17,93856.30,,,11.77,99.24
3436,BME280,1731,42.693,23.359,2019-04-09T12:33:03,93852.14,,,11.93,98.38
3436,BME280,1731,42.693,23.359,2019-04-09T12:36:07,93854.81,,,11.69,91.83
3436,BME280,1731,42.693,23.359,2019-04-09T12:39:01,93850.98,,,11.86,91.54
3436,BME280,1731,42.693,23.359,2019-04-09T12:41:51,93859.32,,,12.00,90.59
3436,BME280,1731,42.693,23.359,2019-04-09T12:44:46,93861.16,,,12.16,88.82
3436,BME280,1731,42.693,23.359,2019-04-09T12:47:33,93851.23,,,12.15,91.42
3436,BME280,1731,42.693,23.359,2019-04-09T12:50:31,93857.30,,,12.35,90.69
3436,BME280,1731,42.693,23.359,2019-04-09T12:53:14,93860.38,,,12.49,87.67
3436,BME280,1731,42.693,23.359,2019-04-09T12:55:59,93861.04,,,12.42,86.16
3436,BME280,1731,42.693,23.359,2019-04-09T12:59:02,93857.81,,,12.35,86.05
3436,BME280,1731,42.693,23.359,2019-04-09T13:01:55,93857.59,,,11.91,84.33
3436,BME280,1731,42.693,23.359,2019-04-09T13:04:52,93860.71,,,11.91,84.16
3436,BME280,1731,42.693,23.359,2019-04-09T13:07:43,93865.87,,,11.88,88.03
3436,BME280,1731,42.693,23.359,2019-04-09T13:10:29,93862.94,,,11.85,85.14
3436,BME280,1731,42.693,23.359,2019-04-09T13:13:18,93864.55,,,11.74,83.97
3436,BME280,1731,42.693,23.359,2019-04-09T13:16:11,93865.22,,,11.15,84.19
3436,BME280,1731,42.693,23.359,2019-04-09T13:19:13,93876.45,,,11.04,84.79
3436,BME280,1731,42.693,23.359,2019-04-09T13:22:11,93869.16,,,10.80,87.10
3436,BME280,1731,42.693,23.359,2019-04-09T13:25:12,93876.23,,,10.82,87.78
3436,BME280,1731,42.693,23.359,2019-04-09T13:28:09,93882.25,,,10.71,89.42
3436,BME280,1731,42.693,23.359,2019-04-09T13:30:50,93885.70,,,10.74,90.04
3436,BME280,1731,42.693,23.359,2019-04-09T13:33:36,93891.55,,,10.58,89.19
3436,BME280,1731,42.693,23.359,2019-04-09T13:36:40,93887.27,,,10.63,90.41
3436,BME280,1731,42.693,23.359,2019-04-09T13:39:25,93894.05,,,10.53,92.82
3436,BME280,1731,42.693,23.359,2019-04-09T13:42:05,93893.13,,,10.59,90.96
3436,BME280,1731,42.693,23.359,2019-04-09T13:44:42,93899.41,,,10.49,92.66
3436,BME280,1731,42.693,23.359,2019-04-09T13:47:19,93898.72,,,10.41,93.24
3436,BME280,1731,42.693,23.359,2019-04-09T13:49:57,93898.27,,,10.44,93.83
3436,BME280,1731,42.693,23.359,2019-04-09T13:52:54,93908.17,,,10.45,93.86
3436,BME280,1731,42.693,23.359,2019-04-09T13:55:27,93908.08,,,10.52,95.58
3436,BME280,1731,42.693,23.359,2019-04-09T13:57:57,93909.44,,,10.66,94.79
